sample_token,timestamp,x,y,z,l,w,h,heading,label,vx,vy,vz,in_drivable,occluded,scene_index,ray_hit
6eb8a3ff0abf4f3a9380a48f2a0b87ef,1533201470.9480178,-5.31021171961049,-32.870968688520094,-1.6139244897186469,4.597,1.721,1.486,-3.066173608177398,car,-0.0468804933026582,-0.0042507831945096,0.0004164215260228,True,False,2,0.0
6eb8a3ff0abf4f3a9380a48f2a0b87ef,1533201470.9480178,-20.761138897657737,-19.01587773454481,-0.9962231089894706,4.175,1.979,1.306,0.0642704576081718,car,0.0,0.0,0.0,True,True,2,6.53
6eb8a3ff0abf4f3a9380a48f2a0b87ef,1533201470.9480178,-11.420381780077168,-41.06174417735504,-1.4674706619194282,4.338,1.703,1.519,-3.1186196866399065,car,-0.2162877150830379,-0.0497745240078303,-0.0219617028685099,True,True,2,0.0
6eb8a3ff0abf4f3a9380a48f2a0b87ef,1533201470.9480178,-10.250745909458589,-27.499536062013647,-1.2386826239245703,4.328,1.792,1.644,-3.0964092958962515,car,-0.1435622853293715,0.0388719937454944,-0.0173141305455789,True,False,2,0.0
6eb8a3ff0abf4f3a9380a48f2a0b87ef,1533201470.9480178,-17.300568180827707,-11.401651574649554,-0.6883200401759574,4.622,1.683,1.866,-3.1324380843716484,car,-0.0005771759262935,0.0321662213527739,0.0009035755680495,True,False,2,24.852000000000004
6eb8a3ff0abf4f3a9380a48f2a0b87ef,1533201470.9480178,-10.564564053499163,-33.55234045514144,-1.416896402863726,4.291,1.726,1.587,-3.1186196866399065,car,-0.1375260042873773,-0.0036882776890902,0.0134882695537899,True,False,2,0.0
6eb8a3ff0abf4f3a9380a48f2a0b87ef,1533201470.9480178,5.737276266152984,47.20766502855096,0.1399290422448145,4.744,2.152,2.04,-0.3077823862691647,car,0.1862066629520901,-0.1310738971996758,0.0242745242640997,True,True,2,26.520000000000003
6eb8a3ff0abf4f3a9380a48f2a0b87ef,1533201470.9480178,-10.73022798620014,-24.694009646989304,-1.213002423685877,4.259,1.697,1.599,-3.103177892489628,car,-0.0241201615546951,0.0091186192230787,0.0095458666417668,True,False,2,3.198
6eb8a3ff0abf4f3a9380a48f2a0b87ef,1533201470.9480178,-5.652091969476839,-41.27767316179577,-1.5783324434414523,4.488,1.737,1.639,-3.080462655464231,car,-0.0810150395761459,-0.016355991914892,-0.0265806697602665,True,True,2,0.0
6eb8a3ff0abf4f3a9380a48f2a0b87ef,1533201470.9480178,-5.229869386611099,-27.22069795695693,-1.5423160435073509,4.355,1.835,1.516,-3.083620567446803,car,-0.1339755975892333,-0.0543078503803254,1.4379966162876828e-05,True,False,2,0.0
6eb8a3ff0abf4f3a9380a48f2a0b87ef,1533201470.9480178,5.140318752080741,-11.7934888714224,-1.340497314603122,4.544,1.69,1.51,-1.5760025946043503,car,-0.0529903816104611,-0.0317222290177193,-0.0143053555205797,True,False,2,46.81
6eb8a3ff0abf4f3a9380a48f2a0b87ef,1533201470.9480178,-20.557025297729368,-5.809442219913407,-0.6612908229873181,4.326,1.714,1.435,0.0285212302364363,car,-0.0015928089645111,0.0592471795645193,0.0016703464459099,True,False,2,22.96
b10f0cd792b64d16a1a5e8349b20504c,1533201471.447336,-7.106190579279825,-8.660310109547725,-1.1019834480474155,4.257,1.726,1.489,0.3344070528939186,car,0.1957054678792356,0.0594649154400764,-0.0005262801294043,True,False,2,58.071000000000005
b10f0cd792b64d16a1a5e8349b20504c,1533201471.447336,-16.618173164990626,-8.443080480045577,-0.7881911963864877,4.248,1.71,1.527,-3.1311081940544647,car,0.0,0.0,0.0,True,False,2,33.594
b10f0cd792b64d16a1a5e8349b20504c,1533201471.447336,-1.8844938626194128,-5.672816063969412,-1.3358674510302864,4.303,1.771,1.407,1.0692603431162206,car,0.0,0.0,0.0,True,False,2,75.97800000000001
b10f0cd792b64d16a1a5e8349b20504c,1533201471.447336,-10.237719380514532,-30.763483255102937,-1.3724372604515185,4.502,1.732,1.799,-3.117289895470896,car,-0.0763725952630297,-0.0015916451457631,-0.0001898976863086,True,True,2,0.0
b10f0cd792b64d16a1a5e8349b20504c,1533201471.447336,-5.288293952641504,-32.879790322946505,-1.620304822910943,4.597,1.721,1.486,-3.064844174655525,car,-0.0468486767361707,-0.0043106956033348,0.0004042232363639,True,True,2,0.0
b10f0cd792b64d16a1a5e8349b20504c,1533201471.447336,-20.73490397766166,-19.04274011677611,-1.0042120321180166,4.175,1.979,1.306,0.0655999645676067,car,0.0015952140549418,-0.0229753548811247,-0.0006620271453356,True,True,2,7.836
b10f0cd792b64d16a1a5e8349b20504c,1533201471.447336,-11.47272947818716,-41.10108460989384,-1.4883522641040692,4.338,1.703,1.519,-3.117289895470896,car,-0.1568747084621956,-0.0483130273799926,-0.0236264573543856,True,True,2,0.0
b10f0cd792b64d16a1a5e8349b20504c,1533201471.447336,-10.260249699335905,-27.50637413752539,-1.254855029961659,4.328,1.792,1.644,-3.098569073219964,car,-0.0640153287412751,0.0124496153259624,-0.018958624537153,True,False,2,0.0
b10f0cd792b64d16a1a5e8349b20504c,1533201471.447336,-17.28532932901669,-11.407971482013872,-0.6937613322044957,4.622,1.683,1.866,-3.1311081940544647,car,-0.0006197657499819,0.0321472786905766,0.0009082427433226,True,False,2,24.852000000000004
b10f0cd792b64d16a1a5e8349b20504c,1533201471.447336,-10.587103153386492,-33.56745595726424,-1.4181216646627712,4.291,1.726,1.587,-3.117289895470896,car,-0.1374584817040755,-0.0038429381902095,0.0124467255763541,True,False,2,0.0
b10f0cd792b64d16a1a5e8349b20504c,1533201471.447336,5.725560458794693,47.163674996463726,0.1622345634832884,4.744,2.152,2.04,-0.3064498656408392,car,0.0892890235901953,-0.1014930152630719,0.0261914696547904,True,True,2,26.520000000000003
b10f0cd792b64d16a1a5e8349b20504c,1533201471.447336,-10.708962204522114,-24.703015348774336,-1.215249610865681,4.259,1.697,1.599,-3.1032256142528643,car,-0.0242336297916177,0.0100739353906407,0.0095653664077172,True,False,2,1.599
b10f0cd792b64d16a1a5e8349b20504c,1533201471.447336,-5.636608830475876,-41.29255773598396,-1.6001504185766704,4.488,1.737,1.639,-3.079133127558104,car,-0.0808289526783582,-0.0174439826072371,-0.026617091669584,True,True,2,0.0
b10f0cd792b64d16a1a5e8349b20504c,1533201471.447336,-5.251973005786635,-27.25369257001795,-1.5480146900321898,4.355,1.835,1.516,-3.082291018363883,car,-0.0887433382763346,-0.0523583258532231,-0.0004733076483011,True,False,2,0.0
b10f0cd792b64d16a1a5e8349b20504c,1533201471.447336,5.130489642709359,-11.756516223558307,-1.346948433994967,4.544,1.69,1.51,-1.577577650585365,car,-0.0516674819972822,0.0639859479506969,-0.0106433189628925,True,False,2,48.32
b10f0cd792b64d16a1a5e8349b20504c,1533201471.447336,-20.550078545769,-5.805377896102882,-0.6911800873928066,4.326,1.714,1.435,0.0298509821495931,car,-0.0020638481082801,0.0609067602369888,-0.0233006970395805,True,False,2,22.96
163b70e627854893b88575caf85a56ea,1533201471.947217,-7.075661641001598,-8.661562232114564,-1.1027081488453572,4.257,1.726,1.489,0.3246132779178429,car,0.0484139302711581,0.0075385724480279,-0.0003257404186778,True,False,2,58.071000000000005
163b70e627854893b88575caf85a56ea,1533201471.947217,-16.61156459850922,-8.454436564797383,-0.7901385678953085,4.248,1.71,1.527,-3.130435257264442,car,0.0,0.0,0.0,True,False,2,33.594
163b70e627854893b88575caf85a56ea,1533201471.947217,-1.8796761017665475,-5.674281717061284,-1.3358677517866682,4.303,1.771,1.407,1.069936966715777,car,0.0,0.0,0.0,True,False,2,75.97800000000001
163b70e627854893b88575caf85a56ea,1533201471.947217,-10.254096838032211,-30.77187592881451,-1.3726932073189149,4.502,1.732,1.799,-3.116616954479595,car,-0.0751497027725513,-0.0024913848814954,-0.0012359702941767,True,True,2,0.0
163b70e627854893b88575caf85a56ea,1533201471.947217,-5.289064712635179,-32.88528984404545,-1.6188854425419144,4.597,1.721,1.486,-3.064171201400044,car,-0.0478735815005044,-0.003456055123681,0.0004339264055208,True,False,2,0.0
163b70e627854893b88575caf85a56ea,1533201471.947217,-20.719513683044152,-19.079836268797308,-1.00675216189692,4.175,1.979,1.306,0.0662729288121298,car,0.0032162093623353,-0.0458721558081728,-0.0013185392077677,True,True,2,7.836
163b70e627854893b88575caf85a56ea,1533201471.947217,-10.257646411754932,-27.50706230655644,-1.2643400234954325,4.328,1.792,1.644,-3.101385545762156,car,-0.0349012750331977,0.0136871334047249,-0.0192221613860098,True,True,2,0.0
163b70e627854893b88575caf85a56ea,1533201471.947217,-17.27656073513438,-11.40365313694685,-0.6951714744760693,4.622,1.683,1.866,-3.130435257264442,car,0.0004652476207604,0.0312144592288012,0.0008678099608252,True,False,2,24.852000000000004
163b70e627854893b88575caf85a56ea,1533201471.947217,-10.632657104766125,-33.576791240175666,-1.4119261085887964,4.291,1.726,1.587,-3.116616954479595,car,-0.0670645758272031,-0.0019477004706347,0.0116842684818515,True,False,2,0.0
163b70e627854893b88575caf85a56ea,1533201471.947217,5.73351933713274,47.1181040205956,0.1732387174727128,4.744,2.152,2.04,-0.3057765414322819,car,0.0943943092977322,-0.1026802484080001,0.0260698338572471,True,True,2,26.520000000000003
163b70e627854893b88575caf85a56ea,1533201471.947217,-10.7030060053502,-24.704849205468346,-1.210048509583237,4.259,1.697,1.599,-3.103930073397821,car,-0.0242014385938958,0.0100414617535665,0.0095453401959977,True,False,2,1.599
163b70e627854893b88575caf85a56ea,1533201471.947217,-5.648070070202451,-41.305812779549214,-1.6112929532734652,4.488,1.737,1.639,-3.0784601656428685,car,-0.0737302646590852,-0.0166775267415259,-0.026638135749903,True,True,2,0.0
163b70e627854893b88575caf85a56ea,1533201471.947217,-5.261889142259483,-27.282914452669434,-1.547544973807136,4.355,1.835,1.516,-3.081618058698061,car,-0.0486279911803226,-0.0497815976358147,-0.0008532863352685,True,False,2,0.0
163b70e627854893b88575caf85a56ea,1533201471.947217,5.114287755223154,-11.71872368494783,-1.350319878761001,4.544,1.69,1.51,-1.5798098211593343,car,-0.0237664838356898,0.0047021640838155,-0.0125997337185846,True,False,2,48.32
163b70e627854893b88575caf85a56ea,1533201471.947217,-20.54567451095861,-5.789242353297014,-0.6930097269048613,4.326,1.714,1.435,0.0305239253338995,car,0.0007034927014548,-0.0149977366073666,-0.0004272343967091,True,False,2,21.525000000000002
f56a544064a548a39a81f18cc8f633c5,1533201472.448201,-7.048241682853546,-8.658230276914194,-1.0946569096351553,4.257,1.726,1.489,0.314322174274719,car,-0.0176424242316388,-0.0770815590786984,-0.0018792741992974,True,False,2,58.071000000000005
f56a544064a548a39a81f18cc8f633c5,1533201472.448201,-16.608898418854032,-8.45631211663514,-0.7819176685425415,4.248,1.71,1.527,-3.130268277950235,car,0.0,0.0,0.0,True,False,2,33.594
f56a544064a548a39a81f18cc8f633c5,1533201472.448201,-1.8775177670670355,-5.674101719843721,-1.3308706721245225,4.303,1.771,1.407,1.0701241707274096,car,0.0,0.0,0.0,True,False,2,75.97800000000001
f56a544064a548a39a81f18cc8f633c5,1533201472.448201,-10.284576818201556,-30.77440982745186,-1.3420068239078442,4.502,1.732,1.799,-3.116449571804968,car,-0.0405278804520849,-0.0719722605100079,-0.0130512236768022,True,False,2,0.0
f56a544064a548a39a81f18cc8f633c5,1533201472.448201,-5.306020393293758,-32.887730333383814,-1.585270802368654,4.597,1.721,1.486,-3.0640022575221035,car,-0.0668767656430019,-0.0373305738419598,-0.0349533521657716,True,True,2,0.0
f56a544064a548a39a81f18cc8f633c5,1533201472.448201,-20.713345079388656,-19.105619657592744,-0.988015967733137,4.175,1.979,1.306,0.0664415373095801,car,0.0033911009090383,-0.0482452239563064,-0.0013365887478099,True,True,2,7.836
f56a544064a548a39a81f18cc8f633c5,1533201472.448201,-11.533063175499334,-41.15739633768627,-1.4686201878615175,4.338,1.703,1.519,-3.116449571804968,car,-0.0600316484434707,-0.0489769825104949,-0.0069591778531422,True,True,2,0.0
f56a544064a548a39a81f18cc8f633c5,1533201472.448201,-10.26961601052155,-27.501012443375824,-1.2460394327919335,4.328,1.792,1.644,-3.104707246449302,car,-0.0367091907591074,0.0143673662782307,-0.0202303733021622,True,False,2,0.0
f56a544064a548a39a81f18cc8f633c5,1533201472.448201,-17.273080111099485,-11.3904220643211,-0.6834621223495528,4.622,1.683,1.866,-3.130268277950235,car,-0.0462734592512716,-0.0282340939645622,0.0260352199780108,True,False,2,24.852000000000004
f56a544064a548a39a81f18cc8f633c5,1533201472.448201,-10.62347405942964,-33.57816880125876,-1.3717099665931252,4.291,1.726,1.587,-3.116449571804968,car,-0.0273604623369485,-0.0003125216122079,0.0129105710596317,True,False,2,0.0
f56a544064a548a39a81f18cc8f633c5,1533201472.448201,5.781838154832191,47.06774880809329,0.1360682326754123,4.744,2.152,2.04,-0.3056171662407328,car,0.0509789363105363,-0.0923246177330008,0.0284854938187516,True,True,2,26.520000000000003
f56a544064a548a39a81f18cc8f633c5,1533201472.448201,-10.71001079605452,-24.7016119349842,-1.1807843449276385,4.259,1.697,1.599,-3.1051397652258133,car,-0.1334458582589432,-0.081075933837935,0.0087610069296271,True,False,2,1.599
f56a544064a548a39a81f18cc8f633c5,1533201472.448201,-5.673048561859807,-41.31402981687357,-1.582960386952851,4.488,1.737,1.639,-3.078291651310994,car,-0.1227886325157256,-0.0195856939728513,-0.0275469229825893,True,True,2,0.0
f56a544064a548a39a81f18cc8f633c5,1533201472.448201,-5.275247612214267,-27.30789443477216,-1.5204218971412309,4.355,1.835,1.516,-3.081449638911536,car,-0.0405746618861096,-0.0522158061206506,-0.0009550351136612,True,False,2,0.0
f56a544064a548a39a81f18cc8f633c5,1533201472.448201,5.118858663039333,-11.747142752350294,-1.347009623245675,4.544,1.69,1.51,-1.5825417133271895,car,-0.0112757513289105,-0.0875685280403125,-0.0169498655510238,True,False,2,48.32
f56a544064a548a39a81f18cc8f633c5,1533201472.448201,-20.542354276812848,-5.836865999333167,-0.6887025837070251,4.326,1.714,1.435,0.0306914709987991,car,0.002249001589419,-0.0938371352386211,-0.0025513786239935,True,False,2,22.96
f286cdaef36648cba3b6a24d2178dc8a,1533201472.8988678,-7.086043572663495,-8.745221244927176,-1.074566552153212,4.257,1.726,1.489,0.321666493244614,car,-0.0919859147546668,-0.1301035484266583,-0.0021100261913749,True,False,2,58.071000000000005
f286cdaef36648cba3b6a24d2178dc8a,1533201472.8988678,-16.60535013058355,-8.468733963213229,-0.7628496302662588,4.248,1.71,1.527,-3.1299272896723163,car,0.0,0.0,0.0,True,False,2,33.594
f286cdaef36648cba3b6a24d2178dc8a,1533201472.8988678,-1.87490257103886,-5.682670482912256,-1.3172727351579363,4.303,1.771,1.407,1.0705241994067258,car,0.0,0.0,0.0,True,False,2,75.97800000000001
f286cdaef36648cba3b6a24d2178dc8a,1533201472.8988678,-5.332883345944986,-32.9321189465237,-1.524814030721643,4.597,1.721,1.486,-3.063656198987653,car,-0.0834248852741917,-0.0712741125977247,-0.071264242123905,True,True,2,0.0
f286cdaef36648cba3b6a24d2178dc8a,1533201472.8988678,-20.70416675608456,-19.143095547003167,-0.9386365724021504,4.175,1.979,1.306,0.0667867245134225,car,0.0034113146033169,-0.048275762554514,-0.0011932119074821,True,True,2,6.53
f286cdaef36648cba3b6a24d2178dc8a,1533201472.8988678,-10.27579761914724,-27.506001239912607,-1.1788167449306015,4.328,1.792,1.644,-3.107854138960464,car,-0.1850685628728756,-0.068043999812778,-0.0311602573975642,True,False,2,0.0
f286cdaef36648cba3b6a24d2178dc8a,1533201472.8988678,-17.312769201859467,-11.444723460425784,-0.6313096360599781,4.622,1.683,1.866,-3.1299272896723163,car,-0.0930609617893648,-0.0892318874905174,0.0514693946318803,True,False,2,26.718
f286cdaef36648cba3b6a24d2178dc8a,1533201472.8988678,-10.63854521739335,-33.590352433806984,-1.2705213212755435,4.291,1.726,1.587,-3.1161075493079013,car,-0.1672827218458505,-0.0353767090891825,0.0136023588792265,True,True,2,0.0
f286cdaef36648cba3b6a24d2178dc8a,1533201472.8988678,5.757509054705681,47.0317742469386,0.0085857032507883,4.744,2.152,2.04,-0.3052947096984909,car,0.2994879988232308,-0.2288189425890702,0.0228016834323125,True,True,2,26.520000000000003
f286cdaef36648cba3b6a24d2178dc8a,1533201472.8988678,-10.814740251207702,-24.79461939442126,-1.1080048300594838,4.259,1.697,1.599,-3.1061744404236618,car,-0.2091224520706733,-0.1691967808306967,0.0087517842223881,True,False,2,1.599
f286cdaef36648cba3b6a24d2178dc8a,1533201472.8988678,-5.740469570914802,-41.33585228099136,-1.4764972388997986,4.488,1.737,1.639,-3.07794670833754,car,-0.2566906511053063,-0.0300544259911593,0.0262764333931339,True,True,2,0.0
f286cdaef36648cba3b6a24d2178dc8a,1533201472.8988678,-5.2837751562035935,-27.343548183931148,-1.4435538486153952,4.355,1.835,1.516,-3.081104940968828,car,-0.0134676542199801,-0.0687259211445525,-0.0225340353173445,True,False,2,0.0
f286cdaef36648cba3b6a24d2178dc8a,1533201472.8988678,5.111694360065616,-11.806651314405029,-1.322181685293168,4.544,1.69,1.51,-1.5850726510374975,car,-0.0585743532933939,-0.2750752632834657,-0.0206713325240448,True,False,2,46.81
f286cdaef36648cba3b6a24d2178dc8a,1533201472.8988678,-20.538769350058686,-5.89464688834521,-0.6792375805302804,4.326,1.714,1.435,0.0310339124287447,car,0.0,0.0,0.0,True,False,2,22.96
877f55a6d8324fefb5e0f5e0bac3d7c1,1533201473.399299,-7.0989518511663166,-8.97271925941234,-1.0787102304038083,4.257,1.726,1.489,0.3256364777525665,car,-0.0364248679398931,-0.1674740504678373,0.0043697152671166,True,False,2,56.582
877f55a6d8324fefb5e0f5e0bac3d7c1,1533201473.399299,-16.573384530088816,-8.687366526587372,-0.7639639350546813,4.248,1.71,1.527,-3.125955859699345,car,0.0023476111477803,-0.1556261845914505,-0.0037777051015693,True,False,2,33.594
877f55a6d8324fefb5e0f5e0bac3d7c1,1533201473.399299,-1.8542499001910249,-5.842744090694776,-1.3214753198358349,4.303,1.771,1.407,1.0744884103272634,car,0.08015472924219,0.0233342699078318,0.0496336614131906,True,False,2,74.571
877f55a6d8324fefb5e0f5e0bac3d7c1,1533201473.399299,-5.24364934453287,-33.1396932347416,-1.5681083144194736,4.597,1.721,1.486,-3.059684960613989,car,-0.0172768770139906,-0.0627107798954972,-0.0682829722552311,True,True,2,0.0
877f55a6d8324fefb5e0f5e0bac3d7c1,1533201473.399299,-20.628131020655072,-19.40082792287752,-0.9414852223464316,4.175,1.979,1.306,0.0707580000105304,car,0.0169482132990793,-0.2363712997778929,-0.0058885801534966,True,False,2,7.836
877f55a6d8324fefb5e0f5e0bac3d7c1,1533201473.399299,-10.327249293919134,-27.770980558993887,-1.2053346110368088,4.328,1.792,1.644,-3.101156682186905,car,0.0991124198528609,-0.1260209606465752,-0.0441346171999465,True,True,2,0.0
877f55a6d8324fefb5e0f5e0bac3d7c1,1533201473.399299,-17.312974393416987,-11.709277940604691,-0.6083900301284723,4.622,1.683,1.866,-3.125955859699345,car,0.0197368316425926,-0.1829340550630344,0.0033640029650831,True,False,2,24.918000000000003
877f55a6d8324fefb5e0f5e0bac3d7c1,1533201473.399299,-10.637916568537356,-33.81881280497467,-1.2715839050413764,4.291,1.726,1.587,-3.112136153466845,car,-0.0772335975890874,-0.13937035479337,-0.0244777000569352,True,True,2,0.0
877f55a6d8324fefb5e0f5e0bac3d7c1,1533201473.399299,5.861779773260819,46.719226816663245,0.0205695424779883,4.744,2.152,2.04,-0.3013233756960612,car,0.2116556859716804,-0.2472074530291236,0.0216402899822586,True,True,2,26.520000000000003
877f55a6d8324fefb5e0f5e0bac3d7c1,1533201473.399299,-10.80227940325342,-25.069652814200627,-1.1098578576562623,4.259,1.697,1.599,-3.10358062199094,car,-0.066948972553131,-0.1560362100910347,0.0059889809343878,True,False,2,3.198
877f55a6d8324fefb5e0f5e0bac3d7c1,1533201473.399299,-5.739006697356574,-41.52893764313852,-1.4496289947706151,4.488,1.737,1.639,-3.0739754227353053,car,-0.1369426921294732,-0.0228795801174375,0.0239805128785267,True,True,2,0.0
877f55a6d8324fefb5e0f5e0bac3d7c1,1533201473.399299,-5.170566685904378,-27.55693991755891,-1.4723778360257518,4.355,1.835,1.516,-3.0771336453621765,car,-0.0457306157051733,-0.0838746415718738,-0.0414860262559611,True,False,2,0.0
877f55a6d8324fefb5e0f5e0bac3d7c1,1533201473.399299,5.113755980896643,-12.147207143281111,-1.3409087884439064,4.544,1.69,1.51,-1.5840189741106891,car,-0.088518328867199,-0.243773808998203,0.0311036195786171,True,False,2,45.3
877f55a6d8324fefb5e0f5e0bac3d7c1,1533201473.399299,-20.51817391896209,-6.084777504765001,-0.6777719347164942,4.326,1.714,1.435,0.0350052936927685,car,0.0056107978926246,-0.1492036959828957,-0.0036596792754309,True,False,2,22.96
49f8376cd6b34f07b20ed6d5b5b42acd,1533201473.8997278,-7.144888904677924,-9.327895725089872,-1.0840725744008626,4.257,1.726,1.489,0.3181995795502077,car,0.1845123808912118,-0.2037033423524361,0.0007005712715877,True,False,2,58.071000000000005
49f8376cd6b34f07b20ed6d5b5b42acd,1533201473.8997278,-16.62432623345829,-9.006917471274814,-0.7817186587591971,4.248,1.71,1.527,-3.1333919030770825,car,0.0022704511610412,-0.2965363588241368,-0.0072171008196101,True,False,2,33.594
49f8376cd6b34f07b20ed6d5b5b42acd,1533201473.8997278,-1.805047223735298,-6.093270419263281,-1.279865713640813,4.303,1.771,1.407,1.067056515857007,car,0.2103284677263537,0.2050384531046102,0.0503291895024198,True,False,2,73.164
49f8376cd6b34f07b20ed6d5b5b42acd,1533201473.8997278,-5.560134105815294,-38.40091993287215,-1.5941624107895922,4.348,1.854,1.577,-3.081411739530864,car,0.6953322744608883,0.0570945071013006,-0.0733338212175165,True,True,2,0.0
49f8376cd6b34f07b20ed6d5b5b42acd,1533201473.8997278,-5.455573000814454,-33.41589000758147,-1.6134138854710425,4.597,1.721,1.486,-3.0671213439658302,car,0.1665583202326689,-0.0879063919153399,-0.0353368527930918,True,True,2,0.0
49f8376cd6b34f07b20ed6d5b5b42acd,1533201473.8997278,-20.746094471192745,-19.747874522134875,-0.9631056097331508,4.175,1.979,1.306,0.0633216682623773,car,0.0959194291485647,-0.2947388998964083,-0.0081762417343397,True,False,2,7.836
49f8376cd6b34f07b20ed6d5b5b42acd,1533201473.8997278,-10.263684558936705,-28.03699107742836,-1.2423942851141183,4.328,1.792,1.644,-3.1058667973378604,car,0.4903134741687608,-0.106305690546721,-0.045914832119012,True,False,2,0.0
49f8376cd6b34f07b20ed6d5b5b42acd,1533201473.8997278,-17.324880609262426,-12.007932514290967,-0.6439388411787819,4.622,1.683,1.866,-3.1333919030770825,car,0.1195508286492324,-0.268334848432315,-0.0392099984485722,True,False,2,24.918000000000003
